sindex,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,ref_flux,flux_total,mag,mag_unc
0,525,2,1,ZTF_g,462264460415,0,3.7073,90.6379,4.19107,26.2217,2.27465e-05,0.0375754,-0.00048747,3.62184e-05,376,30.0,0.083061,0.070512,20.3713,26.2217,3,2458216.7644676,525120104,1,-18.80564152906,31.317692,-0.667964,0.988022,17.58724092052,42.373657,0.417847,1.164963,0.254877838563111,20.6939999580383,0.0520000010728836,1.29299998283386,0.119000002741814,2458166.907303,2458249.690706,0,-4.24395196785,-14.56168956121,0.0,-14.56168956121,,
1,525,2,1,ZTF_r,463278910415,0,1.8171,221.065,6.68892,26.188,1.10675e-05,0.0263894,0.116702,1.69024e-05,391,30.0,0.055602,0.048488,20.496,26.275,3,2458217.778912,525120204,1,-14.73534179817,28.320778,-0.578775,1.017734,-43.11653664499,54.435856,-0.797396,1.038272,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,-15.36868773845,0.0,-15.36868773845,,
2,525,2,1,ZTF_r,463279820415,0,2.1128,221.055,6.65053,26.1838,1.50665e-05,0.0306594,0.124236,2.30104e-05,389,30.0,0.058925,0.052402,20.3843,26.275,1,2458217.7798264,525120204,1,-23.138409036,30.323385,-0.84881,1.012088,-1.82871450261,55.633606,-0.033092,1.043076,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,-23.77175497628,0.0,-23.77175497628,,
3,525,2,1,ZTF_r,463305750415,0,1.6993,221.28,8.12276,26.0481,1.44331e-05,0.0301052,0.118501,2.20673e-05,389,30.0,0.053187,0.051901,20.3223,26.275,3,2458217.8057523,525120204,1,-23.84819709229,34.331306,-0.772716,0.97608,-20.26492158717,66.827133,-0.305286,1.036933,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,-24.481543032570002,0.0,-24.481543032570002,,
4,525,2,1,ZTF_r,463306740415,0,1.6504,220.57,11.6143,25.7959,3.8984e-05,0.0495214,0.114805,5.96818e-05,389,30.0,0.05529,0.05337,19.9755,26.275,1,2458217.8067477,525120204,1,21.1415988926,43.949963,0.535099,1.019453,52.8823145688,86.859596,0.612926,1.040767,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,20.50825295232,0.0,20.50825295232,22.995178336339375,2.3267738182194644
5,525,2,1,ZTF_r,464259740415,0,2.0194,167.962,7.26288,25.9866,1.23902e-05,0.0277013,0.126917,1.88115e-05,388,30.0,0.0538,0.052113,20.0486,25.9866,2,2458218.7597454,525120204,1,28.9375656193,32.175217,1.00045,0.955117,102.00146824274,58.449993,1.75686,1.062876,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,28.304219679019997,0.0,28.304219679019997,22.356972034272008,1.234225793503974
6,525,2,1,ZTF_r,464277140415,0,2.1188,182.521,6.44695,26.0475,1.06549e-05,0.0258357,0.116232,1.63609e-05,390,30.0,0.051782,0.051073,20.2933,26.0475,3,2458218.7771412,525120204,1,29.17227320175,26.699224,1.21542,1.064972,97.83302494816,49.777336,1.97865,1.061875,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,28.538927261469997,0.0,28.538927261469997,22.408905888598277,1.01574645291184
7,525,2,1,ZTF_r,464302110415,0,1.9659,201.82,6.05479,26.1585,9.8901e-06,0.0249427,0.119686,1.51592e-05,391,30.0,0.060341,0.052973,20.4287,26.1585,3,2458218.8021181,525120204,1,-24.17771634373,27.116842,-0.991816,1.04703,-26.48217502754,48.69442,-0.547507,1.06809,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,-24.811062284010003,0.0,-24.811062284010003,,
8,525,2,1,ZTF_r,465214360415,0,2.5841,222.739,7.06578,26.1631,1.5437e-05,0.0308642,0.129331,2.34592e-05,387,30.0,0.061996,0.058989,20.1195,26.275,2,2458219.7143634,525120204,1,-2.89561742983,38.623833,-0.083395,0.971212,15.47242532523,62.101646,0.250825,1.07177,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,-3.52896337011,0.0,-3.52896337011,,
9,525,2,1,ZTF_r,465243980415,0,2.6384,175.909,7.75358,26.0039,1.53215e-05,0.031049,0.128399,2.36311e-05,389,30.0,0.060913,0.062492,19.7427,26.0039,3,2458219.7439815,525120204,1,45.57867797,40.43401,1.25392,0.968624,23.46726164265,63.049522,0.37471,1.091464,0.169428734336594,20.601000213623,0.063000001013279,1.55499994754791,0.0839999988675117,2458155.925868,2458186.875729,0,0.63334594028,44.94533202972,0.0,44.94533202972,21.87218851727993,0.9767570196505175
