sindex,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,ref_flux,flux_total,mag,mag_unc
0,468,3,1,ZTF_r,463199740815,0,2.0113,302.146,8.50316,25.8338,9.2927e-06,0.028156,0.0930353,1.49016e-05,531,30.0,0.044801,0.04526,19.7399,25.8338,1,2458217.6997454,468120208,1,9.69762449148,33.113117,0.325777,0.984537,-9.45381004542,63.618607,-0.149602,1.038383,3.93644307816302,21.4050001144409,0.150000005960464,2.13599991798401,0.358999997377396,2458160.768681,2458450.010741,0,-4.94338748562,14.6410119771,0.0,14.6410119771,22.91987226022939,2.455575477673577
1,468,6,3,ZTF_r,463199742215,0,1.945,324.552,8.41595,25.933,1.32711e-05,0.0311103,0.105811,2.0298e-05,447,30.0,0.048906,0.051069,19.9244,25.933,1,2458217.6997454,468120222,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
2,468,3,1,ZTF_r,463218050815,0,1.8861,385.373,6.99861,26.0912,6.8646e-06,0.0241881,0.0969146,1.1036e-05,529,30.0,0.047431,0.049278,20.2698,26.0912,1,2458217.7180556,468120208,1,19.17026016518,27.738846,0.768766,0.952199,70.59720873735,54.196495,1.311389,1.039208,3.93644307816302,21.4050001144409,0.150000005960464,2.13599991798401,0.358999997377396,2458160.768681,2458450.010741,0,-4.94338748562,24.1136476508,0.0,24.1136476508,22.63554272324846,1.2489636498197338
3,468,6,3,ZTF_r,463218052215,0,1.824,413.433,7.62918,26.1755,9.4976e-06,0.0263311,0.121779,1.45387e-05,448,30.0,0.049721,0.046392,20.3616,26.1755,1,2458217.7180556,468120222,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
4,468,3,1,ZTF_r,467203400815,0,3.3433,288.738,8.39338,25.7654,1.67938e-05,0.0378213,0.124638,2.71204e-05,523,30.0,0.06059,0.056914,19.373,25.7654,1,2458221.7034028,468120208,1,41.68559489212,46.369343,1.000023,0.996115,26.62872699163,69.101334,0.387953,1.126707,3.93644307816302,21.4050001144409,0.150000005960464,2.13599991798401,0.358999997377396,2458160.768681,2458450.010741,0,-4.94338748562,46.62898237774,0.0,46.62898237774,21.593760156010703,1.0796906112620173
5,468,6,3,ZTF_r,467203402215,0,3.1796,311.911,8.46341,25.8547,2.0676e-05,0.0388927,0.147046,3.13889e-05,454,30.0,0.063296,0.059448,19.4241,25.8547,1,2458221.7034028,468120222,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
6,468,3,1,ZTF_r,470178540815,0,1.9006,264.524,8.31724,25.6748,1.08197e-05,0.0303267,0.101449,1.72843e-05,525,30.0,0.047573,0.047957,19.6553,25.6748,1,2458224.6785417,468120208,1,-45.32638473641,31.353861,-1.608107,0.95893,-57.41901661947,59.802132,-0.966617,1.046417,3.93644307816302,21.4050001144409,0.150000005960464,2.13599991798401,0.358999997377396,2458160.768681,2458450.010741,0,-4.94338748562,-40.38299725079,0.0,-40.38299725079,,
7,468,6,3,ZTF_r,470178542215,0,1.8838,276.224,8.3033,25.7421,1.11499e-05,0.0286357,0.117834,1.68237e-05,456,30.0,0.046628,0.046233,19.7757,25.7421,1,2458224.6785417,468120222,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
8,468,3,1,ZTF_r,473245330815,0,7.6041,421.049,6.2125,26.179,1.27564e-05,0.03287,0.108991,2.05084e-05,524,30.0,0.064854,0.048157,20.19,26.179,1,2458227.7453356,468120208,1,-15.57476762125,33.579906,-0.515937,0.990587,37.30362493977,54.874615,0.684376,1.06922,3.93644307816302,21.4050001144409,0.150000005960464,2.13599991798401,0.358999997377396,2458160.768681,2458450.010741,0,-4.94338748562,-10.63138013563,0.0,-10.63138013563,,
9,468,6,3,ZTF_r,473245332215,0,2.5631,444.757,6.97102,26.2418,1.03678e-05,0.0276568,0.128743,1.57401e-05,454,30.0,0.062507,0.05013,20.2332,26.2418,1,2458227.7453356,468120222,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
