sindex,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,ref_flux,flux_total,mag,mag_unc
0,417,15,1,ZTF_r,463199295615,0,2.3532,270.621,8.12941,25.8531,8.7294e-06,0.0267886,0.0878105,1.21479e-05,595,30.0,0.046715,0.052302,19.7066,25.8531,1,2458217.699294,417120256,1,1.32861203519,33.195919,0.044521,1.00818,38.28878383791,59.160164,0.651564,1.04871,0.154595549457478,20.1569999694824,0.0309999994933605,0.514999985694885,-0.0049999998882412,2458165.895613,2458450.02287,0,-0.28801066014500004,1.616622695335,0.0,1.616622695335,25.331578321375577,22.29463387624258
1,468,3,3,ZTF_r,463199741015,0,1.8439,326.731,7.83847,25.7982,9.7248e-06,0.0277099,0.0967656,1.45979e-05,531,30.0,0.046683,0.045828,19.9256,25.7982,1,2458217.6997454,468120210,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
2,468,4,4,ZTF_r,463199741515,0,1.818,320.287,7.57618,25.7754,1.03591e-05,0.0298335,0.0950457,1.48836e-05,558,30.0,0.045871,0.047259,19.9707,25.7754,1,2458217.6997454,468120215,1,-33.35190566404,30.006569,-1.2364,0.95077,-43.66996527135,61.029221,-0.720378,1.03529,0.0150424474402727,20.1960000038147,0.0320000015199184,0.519999980926514,0.0120000001043081,2458160.768681,2458450.010741,0,9.13611973875,-42.48802540279,0.0,-42.48802540279,,
3,417,15,1,ZTF_r,463215745615,0,2.2697,317.904,7.21047,26.035,8.2042e-06,0.0260718,0.0907832,1.13621e-05,596,30.0,0.050139,0.047478,20.0505,26.035,1,2458217.7157407,417120256,1,-40.55594289733,31.912355,-1.413678,0.98035,-76.21172365634,57.866226,-1.325903,1.045941,0.154595549457478,20.1569999694824,0.0309999994933605,0.514999985694885,-0.0049999998882412,2458165.895613,2458450.02287,0,-0.28801066014500004,-40.267932237185,0.0,-40.267932237185,,
4,468,3,3,ZTF_r,463218051015,0,1.6906,409.696,6.7518,26.0207,7.5461e-06,0.0244823,0.0974939,1.13044e-05,532,30.0,0.051904,0.048288,20.2962,26.0207,1,2458217.7180556,468120210,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
5,468,4,4,ZTF_r,463218051515,0,1.6425,396.522,6.67195,26.0043,8.4127e-06,0.0267304,0.0979872,1.20295e-05,557,30.0,0.053052,0.04694,20.2947,26.0043,1,2458217.7180556,468120215,1,-13.04327079816,27.254921,-0.532349,0.951402,-79.57730030398,54.93058,-1.458446,1.032906,0.0150424474402727,20.1960000038147,0.0320000015199184,0.519999980926514,0.0120000001043081,2458160.768681,2458450.010741,0,9.13611973875,-22.17939053691,0.0,-22.17939053691,,
6,468,4,4,ZTF_r,467203401515,0,7.0223,265.83,8.09678,25.5966,3.07221e-05,0.0454864,0.113125,4.72759e-05,437,30.0,0.07893,0.065455,18.9476,25.5966,1,2458221.7034028,468120215,1,2.73602688161,68.13903,0.044666,0.866609,-26.7372828616,88.5364,-0.304026,1.16667,0.0150424474402727,20.1960000038147,0.0320000015199184,0.519999980926514,0.0120000001043081,2458160.768681,2458450.010741,0,9.13611973875,-6.400092857140001,0.0,-6.400092857140001,,
7,468,3,3,ZTF_r,467203401015,0,4.6729,281.985,8.23594,25.6357,3.26797e-05,0.0456984,0.119401,5.06362e-05,426,30.0,0.073448,0.057453,19.0133,25.6357,1,2458221.7034028,468120210,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
8,417,15,1,ZTF_r,469179905615,0,2.5749,350.545,6.54135,26.1341,5.78e-06,0.0218552,0.0872494,8.01091e-06,597,30.0,0.046534,0.051949,20.2834,26.1341,1,2458223.6799074,417120256,1,0.62876928401,25.721479,0.027193,0.930423,11.45448140868,47.694595,0.241781,1.046794,0.154595549457478,20.1569999694824,0.0309999994933605,0.514999985694885,-0.0049999998882412,2458165.895613,2458450.02287,0,-0.28801066014500004,0.916779944155,0.0,0.916779944155,26.228437240181695,30.461771298854188
9,468,4,4,ZTF_r,470178541515,0,1.9305,275.191,7.42514,25.607,9.4936e-06,0.0285932,0.102623,1.35833e-05,559,30.0,0.046878,0.049959,19.7505,25.607,1,2458224.6785417,468120215,1,-7.82339520037,27.963749,-0.311211,1.161023,6.93539670417,52.643665,0.13263,1.044595,0.0150424474402727,20.1960000038147,0.0320000015199184,0.519999980926514,0.0120000001043081,2458160.768681,2458450.010741,0,9.13611973875,-16.95951493912,0.0,-16.95951493912,,
10,468,3,3,ZTF_r,470178541015,0,1.9319,279.53,7.63967,25.6266,1.13582e-05,0.0299798,0.101346,1.68568e-05,535,30.0,0.041876,0.045211,19.716,25.6266,1,2458224.6785417,468120210,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458160.768681,2458450.010741,"57,61",-99999.0,0.0,0.0,0.0,,
