sindex,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,ref_flux,flux_total,mag,mag_unc
0,473,14,1,ZTF_g,462262475215,0,3.5237,115.683,4.04867,26.21,1.92751e-05,0.0363671,-0.0231357,3.3966e-05,371,30.0,0.076469,0.065103,20.3953,26.21,3,2458216.7624769,473120152,1,4.35331076938,32.784622,0.147708,0.963913,-6.05294506672,43.899963,-0.138809,1.227601,0.507532350804538,20.681999874115,0.0439999997615814,0.884999990463257,0.0199999995529652,2458214.780787,2458283.734155,0,3.64316402406,0.7101467453200003,0.0,0.7101467453200003,26.581629747577008,50.12407829690207
1,525,3,4,ZTF_g,462264461115,0,3.7946,89.0816,4.27213,26.2407,1.82994e-05,0.0358285,-0.0241397,3.218e-05,382,30.0,0.08461,0.06508,20.3203,26.2407,3,2458216.7644676,525120111,1,11.37397160722,27.683493,0.457031,0.960026,-3.84683434933,36.249825,-0.106835,1.150144,0.247853137801161,20.7019998550415,0.0410000011324883,0.966000020503998,0.003000000026077,2458166.907303,2458274.728357,0,-10.23054559409,21.60451720131,0.0,21.60451720131,22.9043385861856,1.39123546914743
2,525,2,3,ZTF_g,462264460615,0,3.5853,90.6096,3.94489,26.1946,2.59354e-05,0.0396975,0.00477674,4.41594e-05,344,30.0,0.091737,0.061795,20.3879,26.1946,3,2458216.7644676,525120106,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458166.907303,2458249.690706,"57,61",-99999.0,0.0,0.0,0.0,,
3,525,2,3,ZTF_r,462282780615,0,3.1975,302.82,6.1833,26.2206,2.20532e-05,0.0344294,0.111322,3.55912e-05,309,30.0,0.087428,0.062612,20.0963,26.275,3,2458216.7827894,525120206,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458155.925868,2458186.875729,"57,61",-99999.0,0.0,0.0,0.0,,
4,525,3,4,ZTF_r,462282781115,0,3.3987,223.898,7.11578,26.1831,1.92888e-05,0.0361913,0.125257,3.10467e-05,383,30.0,0.080655,0.059838,19.9149,26.275,3,2458216.7827894,525120211,1,43.12046428234,27.393799,1.750999,1.103748,64.3739477581,47.09396,1.376132,1.112186,0.271713409644686,20.2889999389648,0.0359999984502792,0.657000005245209,0.0010000000474974,2458155.939062,2458186.875729,56,-20.901967201975,64.022431484315,0.0,64.022431484315,21.759169589921754,0.46456278948814533
5,525,3,4,ZTF_r,463278911115,0,1.8902,223.066,6.7293,26.1316,8.3832e-06,0.0244181,0.11557,1.34804e-05,401,30.0,0.056682,0.055421,20.4709,26.275,3,2458217.778912,525120211,1,-33.79241265065,25.982334,-1.446758,0.957109,-62.32650838011,49.633789,-1.264185,1.035552,0.271713409644686,20.2889999389648,0.0359999984502792,0.657000005245209,0.0010000000474974,2458155.939062,2458186.875729,0,-20.901967201975,-12.890445448674999,0.0,-12.890445448674999,,
6,525,2,3,ZTF_r,463278910615,0,1.81,303.003,6.46515,26.1726,9.1024e-06,0.0237316,0.106829,1.4797e-05,359,30.0,0.057186,0.050335,20.5145,26.275,3,2458217.778912,525120206,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458155.925868,2458186.875729,"57,61",-99999.0,0.0,0.0,0.0,,
7,473,14,1,ZTF_r,463279365215,0,2.4095,220.747,5.96741,26.1306,8.8741e-06,0.0251601,0.105036,1.45292e-05,393,30.0,0.051821,0.055681,20.3519,26.1306,1,2458217.7793634,473120252,1,22.06051523896,28.218256,0.869642,0.982972,44.69490325506,49.352661,0.911722,1.078619,0.263420129201742,20.3010000228882,0.0419999994337559,0.791999995708466,0.0509999990463257,2458185.927488,2458227.771262,0,-2.17704284076,24.23755807972,0.0,24.23755807972,22.66937784306348,1.2640539972534746
8,525,2,3,ZTF_r,463279820615,0,2.0418,303.04,6.54341,26.1668,1.06236e-05,0.0257673,0.102929,1.73012e-05,359,30.0,0.059988,0.050515,20.4317,26.275,1,2458217.7798264,525120206,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,,,,,,2458155.925868,2458186.875729,"57,61",-99999.0,0.0,0.0,0.0,,
9,525,3,4,ZTF_r,463279821115,0,2.1625,223.075,6.64119,26.1434,8.0738e-06,0.0239033,0.111652,1.29524e-05,400,30.0,0.056632,0.053195,20.4099,26.275,1,2458217.7798264,525120211,1,-24.99695309855,26.722828,-1.040542,0.998982,70.00460396459,49.306553,1.429345,1.039316,0.271713409644686,20.2889999389648,0.0359999984502792,0.657000005245209,0.0010000000474974,2458155.939062,2458186.875729,0,-20.901967201975,-4.094985896575,0.0,-4.094985896575,,
10,473,14,1,ZTF_r,463280275215,0,2.3336,219.515,5.96856,26.1371,7.5907e-06,0.0231607,0.103534,1.24046e-05,392,30.0,0.051853,0.058226,20.4446,26.1371,3,2458217.7802778,473120252,1,-2.17704284076,28.383398,-0.085321,0.939256,-17.39825077999,50.953571,-0.343753,1.0738,0.263420129201742,20.3010000228882,0.0419999994337559,0.791999995708466,0.0509999990463257,2458185.927488,2458227.771262,0,-2.17704284076,0.0,0.0,0.0,,
11,473,14,1,ZTF_r,463304375215,0,2.0785,190.061,6.57108,25.9657,1.35484e-05,0.0308424,0.107625,2.20356e-05,390,30.0,0.056895,0.051616,20.2826,25.9657,3,2458217.804375,473120252,1,-3.97594923351,25.58989,-0.172833,1.059556,47.20037178039,47.171261,1.007356,1.07719,0.263420129201742,20.3010000228882,0.0419999994337559,0.791999995708466,0.0509999990463257,2458185.927488,2458227.771262,0,-2.17704284076,-1.7989063927500002,0.0,-1.7989063927500002,,
12,473,14,1,ZTF_r,463305305215,0,2.1147,194.536,6.3931,26.0122,8.8103e-06,0.0248909,0.0986028,1.43707e-05,389,30.0,0.052325,0.053352,20.2338,26.0122,1,2458217.8053009,473120252,1,-38.65961962053,30.680584,-1.40168,0.908458,-155.18428689922,55.320988,-2.824054,1.076239,0.263420129201742,20.3010000228882,0.0419999994337559,0.791999995708466,0.0509999990463257,2458185.927488,2458227.771262,0,-2.17704284076,-36.48257677977,0.0,-36.48257677977,,
