sindex,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,ref_flux,flux_total,mag,mag_unc
0,468,3,1,ZTF_r,463199740815,0,2.0113,302.146,8.50316,25.8338,9.2927e-06,0.028156,0.0930353,1.49016e-05,531,30.0,0.044801,0.04526,19.7399,25.8338,1,2458217.6997454,468120208,1,-53.22992311228,31.941769,-1.853752,1.054505,-85.61643041522,61.829422,-1.394046,1.038383,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,-82.76497835443999,0.0,-82.76497835443999,,
1,468,3,1,ZTF_r,463218050815,0,1.8861,385.373,6.99861,26.0912,6.8646e-06,0.0241881,0.0969146,1.1036e-05,529,30.0,0.047431,0.049278,20.2698,26.0912,1,2458217.7180556,468120208,1,-20.49658881657,28.187258,-0.808879,1.032855,18.32733931525,55.071461,0.335033,1.039208,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,-50.031644058729995,0.0,-50.031644058729995,,
2,468,3,1,ZTF_r,467203400815,0,3.3433,288.738,8.39338,25.7654,1.67938e-05,0.0378213,0.124638,2.71204e-05,523,30.0,0.06059,0.056914,19.373,25.7654,1,2458221.7034028,468120208,1,-126.74643025531,46.139744,-3.055732,1.076161,-159.21544084546,68.918968,-2.325742,1.126707,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,-156.28148549747,0.0,-156.28148549747,,
3,468,3,1,ZTF_r,470178540815,0,1.9006,264.524,8.31724,25.6748,1.08197e-05,0.0303267,0.101449,1.72843e-05,525,30.0,0.047573,0.047957,19.6553,25.6748,1,2458224.6785417,468120208,1,-75.03044274269,30.529886,-2.733802,1.046003,-140.15444077759,58.314835,-2.419597,1.046417,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,-104.56549798485,0.0,-104.56549798485,,
4,468,3,1,ZTF_r,473245330815,0,7.6041,421.049,6.2125,26.179,1.27564e-05,0.03287,0.108991,2.05084e-05,524,30.0,0.064854,0.048157,20.19,26.179,1,2458227.7453356,468120208,1,-70.99500237149,33.999992,-2.322757,0.951636,-45.24708428406,55.526283,-0.820365,1.06922,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,-100.53005761365,0.0,-100.53005761365,,
5,468,3,1,ZTF_r,477147210815,0,1.9309,429.512,11.0285,26.2066,7.4774e-06,0.0252678,0.0925272,1.19955e-05,525,30.0,0.049679,0.051147,19.8886,26.2066,1,2458231.6472106,468120208,1,47.81649118276,39.667873,1.340891,0.93707,62.23246476924,78.750099,0.795575,1.034606,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,18.281435940599998,0.0,18.281435940599998,23.051574237508383,2.3558787188154517
6,468,3,1,ZTF_g,481207540815,0,2.4881,132.898,15.6639,26.2915,1.93668e-05,0.0345258,-0.0307835,4.33966e-05,373,30.0,0.048823,0.050164,19.3189,26.2915,1,2458235.7075463,468120108,1,-85.00600448598,80.832603,-1.169817,0.910783,15.5909440945,132.479034,0.118479,1.071457,0.147068794813531,18.9839999198914,0.017000000923872,0.726999998092651,-0.0299999993294477,2458166.891343,2458442.020185,0,,,0.0,,,
7,468,3,1,ZTF_g,484147780815,0,3.022,131.349,15.9356,26.3065,3.26652e-05,0.0408949,-0.047508,7.72324e-05,330,30.0,0.052293,0.051011,19.1294,26.3065,1,2458238.6477894,468120108,1,-22.02887509084,94.135353,-0.260312,0.96194,-87.18422522696,141.337006,-0.621008,1.071504,0.147068794813531,18.9839999198914,0.017000000923872,0.726999998092651,-0.0299999993294477,2458166.891343,2458442.020185,0,,,0.0,,,
8,468,3,1,ZTF_r,489150700815,0,2.3072,413.496,7.81968,26.1861,8.9397e-06,0.027497,0.0758236,1.42619e-05,526,30.0,0.051462,0.052289,20.068,26.1861,1,2458243.650706,468120208,1,-72.95895426242,31.095797,-2.609947,1.098049,-120.2954929339,56.24052,-2.153353,1.037937,0.0560594275611054,18.5360001564026,0.0199999995529652,0.760999977588654,0.0280000008642673,2458160.768681,2458450.010741,0,29.53505524216,-102.49400950457999,0.0,-102.49400950457999,,
9,468,3,1,ZTF_g,489192610815,0,3.1294,124.202,5.30162,26.2604,1.87173e-05,0.0389101,-0.123935,3.2448e-05,498,30.0,0.063565,0.058943,20.1961,26.2604,1,2458243.6926157,468120108,1,-57.6893860572,29.38522,-2.183845,1.054796,-79.07308224164,44.643482,-1.783141,1.047817,0.147068794813531,18.9839999198914,0.017000000923872,0.726999998092651,-0.0299999993294477,2458166.891343,2458442.020185,0,,,0.0,,,
