RA,Dec,TARGETID,SDSS_date,DESI_date,days_diff,years_diff,Hα_SDSS_flux,Hα_SDSS_flux_err,Hα_SDSS_cen,Hα_DESI_flux,Hα_DESI_flux_err,Hα_DESI_cen,Hα_flux_diff,Hα_flux_diff_err,Hα_flux_diff_sigma,Hβ_SDSS_flux,Hβ_SDSS_flux_err,Hβ_SDSS_cen,Hβ_DESI_flux,Hβ_DESI_flux_err,Hβ_DESI_cen,Hβ_flux_diff,Hβ_flux_diff_err,Hβ_flux_diff_sigma,[O III]_SDSS_flux,[O III]_SDSS_flux_err,[O III]_SDSS_cen,[O III]_DESI_flux,[O III]_DESI_flux_err,[O III]_DESI_cen,[O III]_flux_diff,[O III]_flux_diff_err,[O III]_flux_diff_sigma
212.11517269116484,0.8042832798529206,39627806405036766,2007-04-15,2023-01-30,8358.0,22.882956878850102,40.50701792349492,25.61842566195197,6569.794114903678,10.475822039422233,1070756.5483878183,6570.737642620915,-30.031195884072687,1070756.5486942856,-2.80467076486188e-05,-188.3967930622904,124.67169138796272,4859.613751101827,11.783130557775117,3943577.8448830987,4861.157321942595,200.17992362006552,3943577.846853775,5.076099202143836e-05,-19.325162576658386,4069764.413599355,5004.390917300215,-13.022442579466244,505469.7950975857,5006.78079724744,6.302719997192142,4101034.2714924607,1.5368610891657917e-06
184.61126060539436,-0.13055555750871617,39627781784471770,1999-03-22,2023-01-30,7951.0,21.76865160848734,7.055846921401287,5.590381166564302,6565.573080555757,10.231998998203652,3.2470795113392237,6565.545299177597,3.1761520768023654,6.4649738545825395,0.49128614411194055,7.390202155271629,5.131853299064692,4859.906599620873,9.260467902251426,7.372189461226259,4873.744312960672,1.870265746979797,8.982488281948196,0.20821243382397803,-22.576840134763366,12.310873495465314,5003.913427251862,-9.903524395495792,6.974162656118484,5005.061984341913,12.673315739267574,14.149083043623287,0.8956987318679416
217.36365,52.647076,39633290071641162,2003-03-10,2023-01-30,7210.0,19.73990417522245,-7055917.834876914,19805359669.50604,6574.554530757805,11424007.716917634,55532155358.22283,6529.869594750783,18479925.551794548,58958227164.39406,0.00031344099781471904,-9.952587756321735,14.950624270825099,4863.588022146922,-10.132297566724548,5.082336818679757,4860.7007440513225,-0.1797098104028123,15.790861712582135,-0.011380620872616458,-4140.93805131111,41775.66101903655,5036.473991687777,-18.97154224212999,14.441993115644703,5006.123459399249,4121.9665090689805,41775.663515360415,0.09866908535284862
245.13714087266763,44.380411703728996,39633158374688229,2001-05-17,2023-01-30,7619.0,20.859685147159478,-39694186.24353581,267571923078.24557,6563.586995150594,216.18925887327163,232.4253542021527,6548.796256227464,39694402.43279468,267571923078.24557,0.0001483504022998217,11.956612007637855,162907.67866214408,4861.337620492167,19.562111377295448,20.227175842961145,4862.183885564581,7.605499369657593,162907.67991788182,4.66859473628951e-05,-0.8401913537258473,inf,5007.248308900992,-1.1333150916155514,12086979.026427181,5007.18215843703,-0.29312373788970414,inf,-0.0
