index,field,ccd,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,diffimgstatus,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,baseline,flux_corr,nearestrefflux,nearestreffluxunc,Fluxtot,Fluxunctot,SNRtot,mag_abs,mag_abs_unc,mag_upperlim
216,792,1,1,ZTF_r,479273350115,0,1.799,193.253,8.88936,26.1544,1.51287e-05,0.0294852,0.118973,2.18238e-05,356,30.0,0.062836,0.050745,20.2105,26.275,3,2458233.7733565,792120201,1,49.4320109593008,41.9306676725607,1.31138829126188,1.08018730735005,157.441534457192,79.1152872515605,2.00342965002657,1.04237787010966,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,98.3341842803372,3861.8909216271577,49.798723930766705,3960.2251059074947,65.10064359589269,60.832349530832474,17.280700318345986,0.017847411917728415,
217,792,1,1,ZTF_r,479273810115,0,1.7427,193.272,8.79753,26.1677,1.67816e-05,0.0312219,0.113078,2.42868e-05,356,30.0,0.056542,0.050351,20.213,26.275,3,2458233.7738194,792120201,1,19.2755142832136,42.5222082144568,0.504248906992408,1.0558631718033,-47.8673209734458,79.332133831069,-0.607442505414764,1.04100747427915,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,68.17768760425,3861.8909216271577,49.798723930766705,3930.0686092314077,65.48321232626218,60.01642970186491,17.28899966963998,0.018090046432173285,
218,792,1,1,ZTF_r,479274270115,0,1.7887,177.646,8.08388,26.1627,1.26839e-05,0.0269719,0.108944,1.83576e-05,354,30.0,0.056994,0.048446,20.1841,26.1627,3,2458233.7742708,792120201,1,-11.1788704754727,37.6496617357848,-0.330287126513304,1.05414979171349,-155.30308006392,69.5302012257882,-2.24864954346645,1.05395437692608,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,37.7233028455637,3482.4108162209595,44.90536329737542,3520.1341190665235,58.60024472379181,60.07029724292845,17.296301973363715,0.018073824333003613,
219,792,1,1,ZTF_r,479274730115,0,1.853,177.808,8.07716,26.1575,1.66992e-05,0.0313088,0.118958,2.42956e-05,357,30.0,0.054168,0.04642,20.1504,26.1575,3,2458233.7747338,792120201,1,-45.3810328083526,35.4658223350968,-1.4233743735968,1.23815438007699,17.1112895874588,65.2359352282395,0.264065120658679,1.053959290213,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,3.5211405126838002,3465.7721142892433,44.69080878486353,3469.293254801927,57.05342184084918,60.80780333350625,17.306897470660505,0.017854616356479346,
220,792,1,1,ZTF_r,479275180115,0,1.7807,193.226,8.76322,26.1667,1.47348e-05,0.0292807,0.109621,2.13799e-05,356,30.0,0.056867,0.050344,20.1982,26.275,3,2458233.7751852,792120201,1,-26.098604567747,37.8591598188228,-0.766833569403745,1.03072695632623,42.1997414069802,71.1908392192668,0.596761599655603,1.03919845992247,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,22.8035687532894,3861.8909216271577,49.798723930766705,3884.694490380447,62.55580618391776,62.09966312254399,17.301607825915145,0.017483186629491703,
221,792,1,1,ZTF_r,479275640115,0,1.853,193.228,8.75775,26.1694,1.19034e-05,0.026349,0.109338,1.72391e-05,356,30.0,0.056085,0.0528,20.1829,26.275,3,2458233.7756481,792120201,1,25.6470220944279,40.664350896809,0.701581135151232,1.11036928054486,90.6572002421527,75.2142014902734,1.21343815254809,1.04042600358286,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,74.5491954154643,3861.8909216271577,49.798723930766705,3936.440117042622,64.29231944012851,61.22722202779428,17.287240877153252,0.017732308669943304,
222,792,1,1,ZTF_r,479276090115,0,1.911,177.851,8.00354,26.1723,1.24873e-05,0.0269892,0.114573,1.80761e-05,357,30.0,0.058639,0.053527,20.1712,26.1723,3,2458233.7760995,792120201,1,82.8967735086448,37.8725904164612,2.43482312220014,1.29249456112943,-27.481915466726,68.4472097722033,-0.404209431482181,1.05460674224955,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,131.7989468296812,3513.3385665545316,45.30417375886104,3645.137513384213,59.04914279501526,61.73057458324228,17.268015208023836,0.017587719008446266,
223,792,1,1,ZTF_r,479276550115,0,1.8614,193.259,8.74285,26.1691,1.31984e-05,0.0277508,0.109055,1.92126e-05,357,30.0,0.058776,0.05051,20.1819,26.275,3,2458233.7765509,792120201,1,-13.8944183859058,36.7747260845554,-0.420286777118512,1.27151500079992,49.4797504985367,68.0774391959748,0.731710828921757,1.04627512250662,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,35.0077549351306,3861.8909216271577,49.798723930766705,3896.898676562288,61.90551981630391,62.94913100036632,17.29820221542715,0.017247259537128194,
224,792,1,1,ZTF_r,479277010115,0,1.8105,177.523,7.99178,26.1733,1.54512e-05,0.0298436,0.107025,2.21662e-05,357,30.0,0.063238,0.052285,20.1949,26.1733,3,2458233.7770139,792120201,1,23.0263783641708,33.4319219075477,0.766159328937177,1.24366047326823,34.1541096227234,61.3038207135845,0.560880857275291,1.05379077618686,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,71.9285516852072,3516.5759616051896,45.345919666670014,3588.504513290397,56.33778335050518,63.69623190469774,17.286016258039325,0.017044964317895973,
225,792,1,1,ZTF_r,479277460115,0,1.8201,176.669,8.00014,26.1771,1.37743e-05,0.0283062,0.110254,1.9894e-05,358,30.0,0.05987,0.051449,20.1904,26.1771,3,2458233.7774653,792120201,1,88.0641340153249,34.0991073932278,2.87283616423568,1.25119351143751,149.915418495054,62.3313175674931,2.42133671088478,1.05326226924775,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,136.9663073363613,3528.905292301746,45.50490523826411,3665.8715996381075,56.8633935476795,64.46804122874417,17.266656876629554,0.016840902551199622,
226,792,1,1,ZTF_r,479277920115,0,1.7755,177.326,7.98521,26.1646,1.13486e-05,0.0257175,0.114472,1.64888e-05,358,30.0,0.060929,0.051659,20.1805,26.1646,3,2458233.7779282,792120201,1,-16.3965255415072,36.0870817807238,-0.50542284397938,1.19477101675236,24.4086604276053,66.8416847634729,0.367630682064491,1.05357067157565,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,32.5056477795292,3488.510247456145,44.984014895356786,3521.015895235674,57.67008815282259,61.05445661718383,17.29793003587782,0.017782485671888348,
227,792,1,1,ZTF_r,479278370115,0,1.8503,193.233,8.66996,26.1717,1.59147e-05,0.0305083,0.108916,2.3126e-05,358,30.0,0.055086,0.051217,20.2064,26.275,3,2458233.7783796,792120201,1,53.1597008120708,40.7078872734049,1.45264256598472,1.13440591069671,17.8264220078984,75.6883362749884,0.237110298217688,1.04041976344231,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,102.06187413310721,3861.8909216271577,49.798723930766705,3963.952795760265,64.31986467178672,61.62874900293461,17.27967881474472,0.01761677816871314,
228,792,1,1,ZTF_r,479278840115,0,1.7771,177.433,7.96802,26.1737,1.34907e-05,0.027908,0.104034,1.95478e-05,357,30.0,0.059847,0.050874,20.2085,26.1737,3,2458233.7788426,792120201,1,24.0262166620545,39.9017393253381,0.669804965993507,1.17146092771136,-51.8019842764961,72.1643815533176,-0.722667782893557,1.05538466644146,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,72.92838998309091,3517.8717547464603,45.36262879860125,3590.800144729551,60.41454206320628,59.43602354831758,17.28572191496017,0.018266699809037484,
229,792,1,1,ZTF_r,479279290115,0,1.9963,177.437,7.97967,26.1543,1.40049e-05,0.0286546,0.117569,2.02819e-05,358,30.0,0.059641,0.049229,20.1609,26.1543,3,2458233.779294,792120201,1,53.3753863125202,39.0941393879561,1.51874260160827,1.05760219463269,52.9675587979149,70.7670652972857,0.753518577178411,1.05932917448967,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,102.27755963355659,3455.57245138758,44.559285081233696,3557.850011021136,59.278002846212665,60.019734812109164,17.276330911259024,0.018089050266529284,
230,792,1,1,ZTF_r,479279740115,0,1.9603,177.962,7.93946,26.1658,1.4976e-05,0.029415,0.109119,2.1681e-05,357,30.0,0.054383,0.050954,20.1347,26.1658,3,2458233.7797454,792120201,1,77.3577926817807,36.8786310090576,2.33337252177657,1.26645221148782,86.9214441132681,65.6963629816327,1.33198949026833,1.06247853446259,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,126.2599660028171,3492.36802296139,45.03376055137642,3618.6279889642074,58.20715604202744,62.168094698724694,17.26944015499852,0.017463941998889537,
231,792,1,1,ZTF_r,479280200115,0,1.9051,193.268,8.65155,26.1635,1.41809e-05,0.028813,0.113087,2.04339e-05,359,30.0,0.056606,0.048718,20.2094,26.275,3,2458233.7802083,792120201,1,83.6512214463527,37.6404581715724,2.47213501931147,1.29343316013383,-103.598239943712,68.7891056907866,-1.51617002435049,1.04709915895233,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,132.55339476738908,3861.8909216271577,49.798723930766705,3994.4443163945466,62.42368938550979,63.98923799146297,17.2713590716065,0.016966915595163785,
232,792,1,1,ZTF_r,479280650115,0,2.0198,178.773,7.92076,26.1683,1.23693e-05,0.0269142,0.110758,1.79331e-05,357,30.0,0.057734,0.050506,20.1556,26.1683,3,2458233.7806597,792120201,1,-9.15851381530929,39.2313542437146,-0.259684785619291,1.04611025713588,-13.3587702731623,70.6795591886249,-0.19027767736435,1.05858798917102,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,39.74365950572711,3500.418762709952,45.13757409099036,3540.162422215679,59.80384394514677,59.196235370134126,17.295742030349494,0.018340693343275694,
233,792,1,1,ZTF_r,479281120115,0,1.9571,177.329,7.95421,26.1698,1.36338e-05,0.028179,0.11082,1.96356e-05,359,30.0,0.058221,0.049385,20.1582,26.1698,3,2458233.7811227,792120201,1,-3.60824092246524,36.9255987808408,-0.108698307597833,1.12485379934723,45.8851798589863,66.2871715242173,0.696880227699256,1.05855409075771,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,45.29393239857116,3505.2581120816913,45.19997705064367,3550.5520444802623,58.365552946085806,60.83300620419077,17.29406029255081,0.017847219260474532,
234,792,1,1,ZTF_r,479281580115,0,1.9687,193.272,8.55237,26.1815,1.12062e-05,0.0256118,0.109703,1.62413e-05,357,30.0,0.056893,0.049469,20.1909,26.275,3,2458233.7815856,792120201,1,-81.2268199645598,40.209184780548,-2.24713406761841,1.11518803046024,-78.9883977097669,73.3638491675985,-1.08391789710037,1.04894407940284,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,-32.324646643523394,3861.8909216271577,49.798723930766705,3829.5662749836342,64.00540169273972,59.831923145605856,17.317126025292318,0.018145831571515104,
235,792,1,1,ZTF_r,479282030115,0,1.9377,177.132,7.90336,26.1657,1.43056e-05,0.0289075,0.113964,2.07505e-05,358,30.0,0.054196,0.053326,20.1589,26.1657,3,2458233.782037,792120201,1,51.1820054927197,37.8389231126962,1.50464252597332,1.2666358763123,143.21147160539,66.9795295594076,2.15253839575619,1.0613025532218,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,100.0841788137561,3492.0463787919234,45.02961297975301,3592.1305576056793,58.817090606684005,61.07290450026897,17.27731971772251,0.017777114235580833,
236,792,1,1,ZTF_r,479282480115,0,1.8693,177.649,7.9263,26.1598,1.31303e-05,0.0276907,0.112215,1.89824e-05,358,30.0,0.057344,0.052781,20.1481,26.1598,3,2458233.7824884,792120201,1,33.9955964666308,37.1400169423117,1.01820533684314,1.11932221051037,25.0775635835556,66.6095827096559,0.379021476942331,1.05913975740875,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,82.8977697876672,3473.1217125450567,44.78558117019777,3556.019482332724,58.18186263112907,61.119038159327424,17.282389670824852,0.01776369577626134,
237,792,1,1,ZTF_r,479282950115,0,1.9608,193.253,8.63955,26.1619,1.27773e-05,0.0273305,0.109887,1.85105e-05,357,30.0,0.061179,0.049597,20.1471,26.275,3,2458233.7829514,792120201,1,40.2525863492307,38.5256966588727,1.16224608145553,1.34699671500607,86.887799048431,69.5668742413003,1.25739433211695,1.04944376343335,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,89.1547596702671,3861.8909216271577,49.798723930766705,3951.045681297425,62.961434292622265,62.75342558008408,17.28321987263218,0.017301047551809928,
238,792,1,1,ZTF_r,479283410115,0,1.9568,177.657,7.90608,26.1652,1.47498e-05,0.0292202,0.11934,2.13595e-05,357,30.0,0.057445,0.052133,20.1509,26.1652,3,2458233.7834144,792120201,1,-32.6194321627809,37.8912344420714,-0.957618314745918,1.14392756797549,70.7627065729509,68.0890103676298,1.04626718891061,1.05773182907351,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,16.282741158255497,3490.4386022373938,45.00888085075035,3506.7213433956495,58.83489613300137,59.60274554523565,17.302946858345706,0.018215603829457912,
239,792,1,1,ZTF_r,479283860115,0,2.0723,177.944,7.92657,26.164,1.35779e-05,0.0281842,0.111607,1.97068e-05,358,30.0,0.060242,0.051464,20.1297,26.164,3,2458233.7838657,792120201,1,-63.0696715654885,36.9186959218331,-1.9003299735769,1.38253648635935,-133.842197497265,64.9178359788549,-2.07560265012371,1.06310726290079,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,-14.167498244452098,3486.5829580287314,44.95916267760176,3472.4154597842794,58.17487788762289,59.68926082650291,17.312420797234417,0.018189201624656967,
240,792,1,1,ZTF_r,479284310115,0,2.1193,193.232,8.58316,26.1696,1.31706e-05,0.0276512,0.114478,1.90163e-05,358,30.0,0.055411,0.051591,20.1338,26.275,3,2458233.7843171,792120201,1,55.7105099679648,39.6904458983172,1.56137045466244,1.09716761322558,73.9471731981014,71.1955820543915,1.04564369748758,1.04916971730516,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,104.61268328900121,3861.8909216271577,49.798723930766705,3966.503604916159,63.68080088017079,62.28727575804196,17.278980366683832,0.01743052632800086,
241,792,1,1,ZTF_r,479284780115,0,1.9886,193.259,8.6462,26.1679,1.55351e-05,0.0301049,0.113529,2.24738e-05,358,30.0,0.061379,0.052106,20.1507,26.275,3,2458233.7847801,792120201,1,-24.4246347148382,37.6794877944752,-0.721070764980702,1.3066325478337,41.9196521471933,68.5517119176841,0.615622604245443,1.04897285423025,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,24.477538606198202,3861.8909216271577,49.798723930766705,3886.368460233356,62.447231368465985,62.234439783280095,17.301140067587966,0.01744532454667784,
242,792,1,1,ZTF_r,479285240115,0,1.9191,179.153,7.92483,26.17,1.43939e-05,0.0289362,0.108668,2.08548e-05,357,30.0,0.058028,0.05183,20.1533,26.17,3,2458233.7852431,792120201,1,13.1800858572926,34.9197508649449,0.419857488763617,1.37403439059287,38.1028311764543,63.0249501990042,0.608639210591184,1.05796573028465,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,62.082259178329,3505.9038639618975,45.208303961025855,3567.9861231402265,57.12424833205533,62.460097547367596,17.288942108452332,0.01738229754086827,
243,792,1,1,ZTF_r,479285690115,0,1.9014,193.286,8.70355,26.1604,1.41278e-05,0.0287239,0.11444,2.04897e-05,358,30.0,0.0584,0.049397,20.147,26.275,3,2458233.7856944,792120201,1,-0.206837662496821,38.9199553334647,-0.0059116959454352,1.14748231103563,91.399563974458,71.0181740988874,1.29565630860021,1.04849568311262,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,48.69533565853958,3861.8909216271577,49.798723930766705,3910.5862572856972,63.20344791458456,61.87298931176359,17.294395325680192,0.01754723688117622,
244,792,1,1,ZTF_r,479286140115,0,1.7952,178.251,7.90772,26.1679,1.33199e-05,0.0280501,0.111907,1.93598e-05,358,30.0,0.058965,0.052375,20.2111,26.1679,3,2458233.7861458,792120201,1,43.5785439518645,38.9999125691776,1.24297926279616,1.056480742893,2.52030189226936,71.4238462682189,0.0355242177940246,1.05698713744575,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,92.4807172729009,3499.129398304282,45.12094785700624,3591.610115577183,59.63969412998505,60.221806432294045,17.279677034858388,0.01802835325474049,
245,792,1,1,ZTF_r,479286600115,0,1.9842,177.523,7.89432,26.1814,9.9361e-06,0.0241918,0.110866,1.44778e-05,358,30.0,0.057839,0.052048,20.2068,26.1814,3,2458233.7866088,792120201,1,109.077925486321,37.2534446095263,3.25705607108907,1.14883979083541,-46.9957833629985,67.7740404603247,-0.698088860373365,1.05705255290961,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,157.98009880735742,3542.9090446720775,45.685482321469536,3700.889143479435,58.948981587643644,62.78122274219547,17.260634808942996,0.017293387299229798,
246,792,1,1,ZTF_r,479287070115,0,1.875,178.379,7.86843,26.1613,1.20346e-05,0.0264618,0.113616,1.75008e-05,356,30.0,0.058328,0.052361,20.1845,26.1613,3,2458233.7870718,792120201,1,87.881236276708,38.5728663402213,2.53436432427556,1.10535403907882,45.3032716625766,70.2637929322363,0.649102331377544,1.05414055382096,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,136.7834095977444,3477.9233235856072,44.84749749758347,3614.706733183352,59.153732337835905,61.10699342755273,17.266117329828663,0.01776719715865558,
247,792,1,1,ZTF_r,479287520115,0,1.8907,177.547,7.88814,26.1808,1.47192e-05,0.0292847,0.110401,2.13656e-05,357,30.0,0.058517,0.050043,20.1846,26.1808,3,2458233.7875231,792120201,1,112.024227534144,39.0300959292051,3.19276637001708,1.02168576542476,68.0271041412175,70.0520168323266,0.977634530715442,1.05683875645032,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,160.92640085518042,3540.951701663252,45.66024256557989,3701.8781025184326,60.06834556894793,61.62776862681069,17.25974471508907,0.017617058416872076,
248,792,1,1,ZTF_r,479287970115,0,1.9501,177.439,7.85656,26.1625,1.30922e-05,0.0277894,0.108511,1.9054e-05,358,30.0,0.060578,0.050591,20.1924,26.1625,3,2458233.7879745,792120201,1,74.1407172894109,36.6696035603961,2.24908241376603,1.2524063197813,39.3822429854071,65.9595918789838,0.601087476867791,1.05896379124786,0.174452414040503,17.3079999923706,0.0140000004321337,0.449999988079071,0.0109999999403954,2458182.927928,2458218.944664,0,-48.9021733210364,123.0428906104473,3481.7693915215214,44.89709218558642,3604.8122821319685,57.96903235347007,62.18513809496393,17.270293364779466,0.017459155567717967,
249,792,1,1,ZTF_g,479303100115,0,1.7849,244.377,8.34694,26.2521,1.67197e-05,0.0308668,-0.0305902,2.54568e-05,343,30.0,0.045526,0.044415,20.2139,26.2521,2,2458233.8031019,792120101,1,22.3644005073249,34.6509311044266,0.717954882307858,1.09368360396491,95.5412158286177,65.4496360844312,1.46959856721126,1.04233218436436,0.18187314751884,17.5039999008179,0.0099999997764825,0.236000001430511,-0.003000000026077,2458202.807812,2458227.849491,0,-49.255437388356995,71.6198378956819,3156.7489135724277,29.07570086592581,3228.3687514681096,18.8491550356752,171.27392423468734,17.479642162584575,0.006338968438139623,
250,792,1,1,ZTF_g,479304020115,0,1.7188,258.296,8.82448,26.26,1.91242e-05,0.0328707,-0.0437106,2.85168e-05,344,30.0,0.051146,0.044996,20.2564,26.325,3,2458233.8040278,792120101,1,-85.683629181141,36.5266047761789,-2.60941616583781,1.19077954890829,-103.198655424736,71.1377688532375,-1.46045772845206,1.03087871982321,0.18187314751884,17.5039999008179,0.0099999997764825,0.236000001430511,-0.003000000026077,2458202.807812,2458227.849491,0,-49.255437388356995,-36.428191792784006,3375.981356950446,31.09497357917799,3339.5531651576616,19.164954332984934,174.25312406875574,17.515779095612046,0.006230591306768257,
251,792,1,1,ZTF_g,480179840115,0,3.6176,258.128,21.244,25.8351,6.92394e-05,0.0408619,-0.0715386,0.000145119,146,30.0,0.067989,0.067886,18.6781,26.325,2,2458234.6798495,792120101,1,77.0271797592351,139.619069608444,0.613697082319348,0.95956878178791,240.877521244745,191.153778347087,1.26861131025554,1.10356805913045,0.18187314751884,17.5039999008179,0.0099999997764825,0.236000001430511,-0.003000000026077,2458202.807812,2458227.849491,0,-49.255437388356995,126.28261714759209,3375.981356950446,31.09497357917799,3502.263974098038,136.11240654854998,25.730674101694134,17.464127807986088,0.04219477483213378,
252,792,1,1,ZTF_g,480199640115,0,3.3737,258.101,11.7108,26.2348,4.06443e-05,0.0426088,-0.0638883,7.39207e-05,248,30.0,0.060384,0.06712,19.379,26.325,2,2458234.6996412,792120101,1,23.4542179085775,66.1764000887883,0.39425083196642,1.11023673152513,-94.1760684328715,93.3309465464662,-1.01585115313253,1.08865605333332,0.18187314751884,17.5039999008179,0.0099999997764825,0.236000001430511,-0.003000000026077,2458202.807812,2458227.849491,0,-49.255437388356995,72.7096552969345,3375.981356950446,31.09497357917799,3448.6910122473805,58.41591004873247,59.036844746069505,17.480864286977475,0.018390210463818574,
253,1795,11,0,ZTF_g,480258074015,0,1.9489,798.154,11.8998,26.2965,1.76474e-05,0.0332024,-0.0352761,2.9674e-05,361,30.0,0.046381,0.044512,19.8209,26.2965,3,2458234.7580787,1795120140,1,130.415376069425,58.3800614837832,2.4849579902465,0.988418794205038,223.776137184596,106.250799674409,2.12029728749171,1.06927692125388,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,146.5849277011975,3291.5451748319365,54.571069905578746,3438.130102533134,20.7419841917485,165.75704960284747,17.45569423292176,0.006549947664979127,
254,1795,11,0,ZTF_g,480258544015,0,2.0673,804.254,11.7343,26.3142,1.80897e-05,0.033395,-0.0448343,3.12432e-05,355,30.0,0.05087,0.056472,19.7968,26.3142,3,2458234.7585417,1795120140,1,-5.80937156073533,57.0232109980739,-0.113326711458688,0.953667424802779,-71.0495059528645,102.179470333,-0.70002348055021,1.06947608415798,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,10.36018007103717,3345.6447152206392,55.467995101375976,3356.0048952916763,13.226795226531143,253.72774264774202,17.499643535880235,0.0042789960162429325,
255,1795,11,0,ZTF_g,480258994015,0,2.0623,814.535,11.614,26.3271,2.25545e-05,0.0375129,-0.044304,3.82879e-05,361,30.0,0.047731,0.052962,19.8105,26.3271,3,2458234.7589931,1795120140,1,85.0401578326791,55.0279924379025,1.71907644548497,1.14566653722225,-62.9096701314847,97.5399260748075,-0.649307139424623,1.06923139267659,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,101.2097094644516,3385.6325385572427,56.13095981453236,3486.842248021694,78.6051181631737,44.35897215730249,17.471019251407675,0.02447531913386026,
256,1795,11,0,ZTF_g,480259444015,0,2.0092,809.283,11.5878,26.334,2.71114e-05,0.0411934,-0.0443128,4.57448e-05,358,30.0,0.046771,0.053041,19.8363,26.334,3,2458234.7594444,1795120140,1,37.5515695553109,57.461111875875,0.726957246055288,1.02043392649963,125.976701904905,102.859762013647,1.23299101375974,1.06865476647736,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,53.7211211870834,3407.2172039984644,56.48881554007062,3460.938325185548,10.525829985882298,328.80431565278076,17.48601534969176,0.0033019639594588095,
257,1795,11,0,ZTF_g,480259904015,0,2.0684,814.454,11.518,26.3253,1.86632e-05,0.0341171,-0.0363797,3.14855e-05,358,30.0,0.046893,0.051289,19.8092,26.3253,3,2458234.7599074,1795120140,1,-51.2992424212713,59.3382224299811,-0.961681409036898,0.956217108233491,57.0412671183855,104.989613730639,0.546963088002425,1.07060738517273,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,-35.1296907894988,3380.0242796495504,56.03797956585147,3344.8945888600515,19.513315641559362,171.41600383566347,17.514343910134826,0.006333714330669269,
258,1795,11,0,ZTF_g,480260354015,0,2.033,815.073,11.5467,26.3292,2.00012e-05,0.035366,-0.0533661,3.37698e-05,360,30.0,0.047021,0.05365,19.8235,26.3292,3,2458234.7603588,1795120140,1,15.0847300295039,52.1575308684996,0.321717969761139,1.15851893176629,18.5901073208815,92.5243842910016,0.202274383198331,1.06759500980348,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,31.2542816612764,3392.187269391958,56.23963177727149,3423.4415510532344,76.70270013983585,44.63260804133356,17.493042706275464,0.02432526459118298,
259,1795,11,0,ZTF_g,480260824015,0,2.0596,815.063,11.5072,26.3281,2.01172e-05,0.0355877,-0.0497998,3.37144e-05,359,30.0,0.0531,0.055508,19.8074,26.3281,3,2458234.7608218,1795120140,1,52.689297419182,57.3453648532358,1.02206587551556,0.990125402336102,62.2381448545881,101.415465311003,0.617828081238926,1.06967805025518,0.147833312137212,17.5030004501343,0.0179999992251396,0.40599998831749,-0.0010000000474974,2458206.808484,2458540.927107,0,-16.1695516317725,68.85884905095449,3388.7522578259677,56.182682154423404,3457.6111068769223,11.488998915735255,300.9497287132129,17.481159638438342,0.00360757926130117,
