 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 29 792 1 1 ZTF_g 452326730115 0 1.9361 242.112 12.6329 26.2749 2.23366e-05 0.0345593 -0.0644004 3.64708e-05 321 30. 0.046149 0.0499 19.7316 26.2749 2 2458206.8267361 792120101 1 -35.3369750732098 45.5009410692317 -0.863900633027647 1.02357634992541 17.0717176526025 89.0521990269027 0.192995758005036 1.03073380250412 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 30 792 1 1 ZTF_g 452338510115 0 2.0637 244.558 12.6125 26.2948 3.22621e-05 0.0413728 -0.0758394 5.16889e-05 323 30. 0.052142 0.047599 19.7093 26.2948 2 2458206.8385185 792120101 1 -45.2794008256373 48.7499993596893 -1.03319157954532 1.01717949246309 -130.498553181688 93.5455805671479 -1.40442196893828 1.02986933310417 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 31 792 1 1 ZTF_g 452355530115 0 1.9029 246.55 12.4304 26.3004 1.85642e-05 0.0316556 -0.0516502 2.97403e-05 322 30. 0.049609 0.047389 19.8114 26.3004 2 2458206.8555324 792120101 1 -20.8926372345138 46.4168307188385 -0.500694223020903 1.04295452852483 -238.25709917707 90.7365617288093 -2.64349640186962 1.03153970367472 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 32 792 1 1 ZTF_g 452394200115 0 1.9391 245.515 12.15 26.2915 2.16728e-05 0.0339333 -0.0512849 3.4741e-05 321 30. 0.052691 0.047601 19.807 26.2915 2 2458206.8942014 792120101 1 30.4990892936224 44.278249484017 0.766216022910399 0.996182111660183 -7.87416012988739 84.1598950174107 -0.0941920501417131 1.03525903057191 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 33 792 1 1 ZTF_g 452397900115 0 2.3125 246.583 12.129 26.2998 3.06958e-05 0.0403225 -0.0487591 5.02453e-05 318 30. 0.052694 0.049672 19.6581 26.2998 2 2458206.8979051 792120101 1 32.0143614779151 55.7848059782675 0.638386535404335 0.975434725800552 69.2651569577721 100.172746698566 0.696114103618221 1.03801508380984 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 34 792 1 1 ZTF_g 453307540115 0 2.0959 241.169 15.0238 26.2558 2.55224e-05 0.0355759 -0.0492379 4.52338e-05 287 30. 0.047529 0.051851 19.4554 26.2558 2 2458207.8075463 792120101 1 80.4892815313887 62.3042808199775 1.43706020987866 1.04840054960875 154.519540080986 117.725471053605 1.32138131775125 1.03782519931527 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 35 792 1 1 ZTF_g 453328320115 33 2.0884 41.7952 27.2513 24.3869 0.00264969 0.069401 0.000741233 0.00709776 21 30. 0.061816 0.061145 16.9162 24.3869 2 2458207.8283218 792120101 1 -83.4567470627191 124.904240391015 -0.743257108580463 1.04349958800414 56.4893109062286 230.226784820749 0.247016304855959 1.06525117489325 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 36 792 1 1 ZTF_g 453337800115 0 2.0231 240.97 14.8206 26.2577 2.83119e-05 0.0376789 -0.0518858 4.92445e-05 289 30. 0.048176 0.048855 19.4931 26.2577 2 2458207.8378009 792120101 1 -46.5126590093553 65.6974563304581 -0.78754869086266 0.959322030749143 95.8302753337615 124.142415291954 0.777137270326439 1.04101289460757 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 37 792 1 1 ZTF_g 453357620115 0 1.961 243.481 14.7464 26.2789 3.38926e-05 0.0417139 -0.0402592 5.79954e-05 295 30. 0.043898 0.046165 19.5635 26.2789 2 2458207.8576273 792120101 1 100.352464568227 59.2920893934788 1.88272153079689 1.08233615255253 150.326476607833 112.775647342432 1.34194693307573 1.04007756284485 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 38 792 1 1 ZTF_g 453378590115 0 1.8361 243.65 14.262 26.2419 2.3955e-05 0.034973 -0.0259495 4.05725e-05 299 30. 0.04588 0.042802 19.605 26.2419 2 2458207.8785995 792120101 1 -48.325542834276 53.5742068668997 -1.00340391662611 1.02231821488393 -160.295524077197 102.191184870898 -1.57914915908174 1.04038298173482 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 39 792 1 1 ZTF_g 453397310115 0 1.9048 247.633 13.8983 26.2774 2.61244e-05 0.0366494 -0.0240185 4.44889e-05 305 30. 0.044255 0.050881 19.7019 26.2774 2 2458207.8973148 792120101 1 -75.7454407282995 56.0768584475989 -1.50254546662332 1.00097448895765 -50.8028704906878 107.701196315458 -0.474878947459196 1.04203230184368 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 40 792 1 1 ZTF_g 454325190115 33554433 2.218 134.137 29.7599 25.5019 0.000643226 0.0894293 -0.0812453 0.00150308 85 30. 0.053545 0.06031 17.8824 25.5019 2 2458208.8251968 792120101 1 -66.9834199769202 134.75230495285 -0.552950068361909 1.01236038611283 103.443558758149 235.399103149843 0.442398699419475 1.05517784567558 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
 41 792 1 1 ZTF_g 454347660115 0 2.1017 157.386 24.2303 25.793 8.02235e-05 0.0444714 -0.0176785 0.000164642 145 30. 0.056376 0.055071 18.4695 25.793 2 2458208.847662 792120101 1 -81.3740966020048 117.141662079193 -0.772733249173843 0.97366019067195 192.355320848319 207.90658947899 0.931431973785264 1.05639620279206 0.18187314751884 17.5039999008179 0.00999999977648258 0.236000001430511 -0.00300000002607703 2458202.807812 2458227.849491 0
