RA,Dec
36.045650482177734,-5.1150407791137695
36.84148025512695,-5.124322414398193
36.7590217590332,-5.124995708465576
36.168880462646484,-5.120927810668945
36.062705993652344,-5.137580394744873
36.04608917236328,-5.137523174285889
36.48731231689453,-5.137613773345947
36.94877243041992,-5.134373188018799
36.80600357055664,-5.114432334899902
36.57811737060547,-5.114203929901123
36.328433990478516,-5.111123085021973
36.365234375,-5.110854625701904
36.09880065917969,-5.147388458251953
36.386260986328125,-5.147326469421387
36.71885299682617,-5.1056108474731445
36.17671203613281,-5.102313041687012
36.692928314208984,-5.1624674797058105
36.37252426147461,-5.162929534912109
36.36191177368164,-5.162589073181152
36.6824951171875,-5.162062168121338
36.74767303466797,-5.098078727722168
36.915191650390625,-5.13368558883667
36.26581954956055,-5.133183479309082
36.696651458740234,-5.129024028778076
37.045135498046875,-5.12885046005249
36.5770149230957,-5.128812789916992
36.50106430053711,-5.10615873336792
36.51948928833008,-5.097090244293213
36.628292083740234,-5.097829818725586
36.14982604980469,-5.096049785614014
36.437503814697266,-5.107699394226074
36.674049377441406,-5.090852737426758
36.202674865722656,-5.10166597366333
36.694705963134766,-5.092696666717529
36.390830993652344,-5.133896827697754
37.00459671020508,-5.130090236663818
36.62715530395508,-5.091433525085449
36.19483184814453,-5.089789390563965
36.85374450683594,-5.137024879455566
36.6266975402832,-5.085638046264648
36.20310974121094,-5.10418701171875
36.815303802490234,-5.087055206298828
36.747196197509766,-5.086893081665039
36.63590621948242,-5.074581623077393
36.44307327270508,-5.074260711669922
36.52406692504883,-5.073390960693359
36.344181060791016,-5.072109222412109
36.10264205932617,-5.07075309753418
37.110313415527344,-5.078649044036865
36.57271194458008,-5.0787224769592285
36.49353790283203,-5.126106262207031
36.126888275146484,-5.09331750869751
36.217567443847656,-5.093281269073486
36.46052169799805,-5.093233108520508
36.59170913696289,-5.072460651397705
36.6234130859375,-5.128310680389404
36.01361083984375,-5.0530242919921875
36.265438079833984,-5.0749831199646
36.10816192626953,-5.088430881500244
36.13932418823242,-5.066803455352783
36.48748016357422,-5.07325553894043
37.03407669067383,-5.103787422180176
36.348079681396484,-5.064126014709473
36.78581237792969,-5.074303150177002
36.977012634277344,-5.11639928817749
36.98955535888672,-5.0567097663879395
36.01154708862305,-5.067783832550049
36.86579132080078,-5.053501129150391
36.11977767944336,-5.041807174682617
37.032989501953125,-5.061689853668213
36.05763244628906,-5.060881614685059
36.81488800048828,-5.040757179260254
36.37394332885742,-5.05657958984375
36.63298797607422,-5.034999370574951
36.870548248291016,-5.0353684425354
36.002342224121094,-5.030707359313965
36.10942459106445,-5.042199611663818
36.07230758666992,-5.043149471282959
36.01892852783203,-5.020638942718506
36.448482513427734,-5.0193586349487305
36.37776184082031,-5.019069194793701
36.96352005004883,-5.016984939575195
36.40435791015625,-5.019313812255859
36.463741302490234,-5.018314361572266
36.44803237915039,-5.031434059143066
36.59347152709961,-5.014941692352295
36.359153747558594,-5.027837753295898
36.11952590942383,-5.056272506713867
36.59716796875,-5.021817684173584
35.9940071105957,-5.019760608673096
36.74205780029297,-5.019853591918945
37.05867004394531,-5.049880027770996
36.242103576660156,-5.031223297119141
36.739837646484375,-5.0173659324646
36.12472152709961,-5.005029201507568
36.63685607910156,-5.0086259841918945
36.837852478027344,-5.00392484664917
36.54966354370117,-5.008666515350342
36.335453033447266,-5.186742782592773
36.67564392089844,-5.3183369636535645
36.10149002075195,-5.007024765014648
36.9688835144043,-5.024633884429932
36.51890182495117,-4.992691516876221
37.06859588623047,-4.994030475616455
36.48683547973633,-4.9814276695251465
36.49528503417969,-5.015084743499756
36.421966552734375,-4.984622478485107
36.554542541503906,-4.984389781951904
36.20416259765625,-4.9841742515563965
36.3445930480957,-4.971489429473877
36.84879684448242,-4.96897029876709
36.9002799987793,-4.968761920928955
36.20964050292969,-4.966844081878662
36.915931701660156,-5.011932849884033
36.47152328491211,-5.005151271820068
36.91478729248047,-4.968204498291016
36.121299743652344,-4.968830108642578
36.5765495300293,-4.968180179595947
36.5224609375,-4.967909812927246
35.99237823486328,-4.96766471862793
37.00348663330078,-5.085033893585205
36.08115768432617,-4.975081443786621
36.16295623779297,-4.9911580085754395
36.17195129394531,-4.992514133453369
36.65778350830078,-5.026966571807861
36.51070785522461,-5.02672004699707
36.528114318847656,-4.956491947174072
36.86467361450195,-4.9649271965026855
36.41276931762695,-4.952949523925781
36.61421203613281,-4.953010082244873
36.54593276977539,-4.952925682067871
36.61713409423828,-4.997684001922607
36.64647674560547,-4.98640775680542
36.584712982177734,-4.952375888824463
36.83462142944336,-4.961119174957275
36.58692932128906,-4.996265888214111
37.116233825683594,-5.044562816619873
36.49190902709961,-4.955774784088135
36.92536926269531,-4.9549031257629395
37.05278015136719,-4.954120635986328
36.031280517578125,-4.953597068786621
36.79734420776367,-4.970859527587891
36.43247985839844,-4.970510482788086
36.087310791015625,-4.9636054039001465
36.569705963134766,-4.962997913360596
36.52975845336914,-4.942945957183838
36.78916931152344,-4.950212478637695
36.69050216674805,-4.935968399047852
36.68458938598633,-5.010087966918945
36.092628479003906,-5.0111846923828125
36.202293395996094,-4.934970378875732
36.06937789916992,-4.945303916931152
36.18983840942383,-4.943800449371338
36.25267791748047,-4.969435214996338
36.818817138671875,-5.002326965332031
36.564674377441406,-4.942447662353516
36.264991760253906,-4.974470138549805
36.91228485107422,-4.975608825683594
36.03535079956055,-4.982446670532227
36.99880599975586,-4.9813551902771
36.63200759887695,-4.949523448944092
36.23986053466797,-4.9498772621154785
36.223785400390625,-4.9424729347229
36.70376205444336,-4.924805641174316
36.58641815185547,-4.924900531768799
36.848426818847656,-4.93556022644043
36.27077102661133,-4.935123443603516
36.62127685546875,-4.930855751037598
36.058963775634766,-4.930304050445557
36.703125,-5.308230400085449
36.57624435424805,-4.947439193725586
36.195587158203125,-4.916718006134033
36.23529815673828,-4.921390056610107
35.96205139160156,-4.92395544052124
36.368858337402344,-4.912497043609619
36.018306732177734,-4.932685375213623
37.02696990966797,-4.932523727416992
36.766746520996094,-4.932444095611572
36.80669021606445,-4.931021213531494
36.14283752441406,-4.922183036804199
36.158443450927734,-4.913718223571777
36.7156867980957,-4.9541497230529785
36.38571548461914,-4.907485485076904
36.645511627197266,-4.914557933807373
36.8842887878418,-4.916037559509277
36.501224517822266,-4.913364887237549
