diaObjectId,ra,dec
609781589622129279,52.581209926484966,-28.387115529057397
609781658341605408,52.488184518160004,-28.380482460936758
609781589622129680,52.562595269542875,-28.353843177796307
609781589622129535,52.56026068291664,-28.3449381074713
609781589622129685,52.586216878202734,-28.342692623671315
609782276816896111,52.574903632864306,-28.324243213043193
609782276816896111,52.574903632864306,-28.324243213043193
609782276816896008,52.67159254150009,-28.32154177489508
609782276816896874,52.64034754445897,-28.31413825225332
609782276816896153,52.64251575252219,-28.30320637255474
609782276816896063,52.69299484679342,-28.330212006802572
609782276816896059,52.69225066829052,-28.306195595908697
609782276816896162,52.7165639087432,-28.3072645048872
609782276816896006,52.71349859242762,-28.288655404167557
609782276816896117,52.671312905036565,-28.297619297656276
609782276816896158,52.69090069871362,-28.272616060292933
609782276816896158,52.69090069871362,-28.272616060292933
609782276816896114,52.61035990587056,-28.30962701305865
609782276816896031,52.58668073745239,-28.30571171778507
609782276816896112,52.58007488012531,-28.30286308497888
609782276816896950,52.65073857545073,-28.28188219572048
609782276816896393,52.642326243131244,-28.27969642046928
609782345536372843,52.42073459701784,-28.317502227570643
609782276816896123,52.54903311818669,-28.269854754804115
609782276816896077,52.54302281211538,-28.275977675068813
611254591605964901,52.60261490647983,-28.17460527941462
611254660325441550,52.51431514353685,-28.174334816743873
609782208097422123,52.75111064924015,-28.275985981510775
609782276816896763,52.71520954906858,-28.268902813725493
611253904411198273,52.698529614152754,-28.25200180406495
611253835691722676,52.80239737013289,-28.209218414884464
611253835691722676,52.80239737013289,-28.209218414884464
611253835691722879,52.713115912127634,-28.201629560801457
611254522886495950,52.872456599481104,-28.133237202580734
611254591605965383,52.68757468131626,-28.102084832767765
609788117972419123,53.424209763623374,-28.593355599820377
609788117972418992,53.37571529879908,-28.540920730137973
609788805167190428,53.43022360029662,-28.482807704300548
609788049252942055,53.541211037077254,-28.518655177119026
609788736447711397,53.594646635961205,-28.47327110892871
609788736447710242,53.545638096752214,-28.456624870738615
609788736447709228,53.482169281308444,-28.44746817709251
609788736447710241,53.55128044299741,-28.4185807052417
609788117972419584,53.32146311496682,-28.511969467811685
609788805167191095,53.415288371975066,-28.45452936841406
609788805167190355,53.29648328563768,-28.464201206062935
609788805167190454,53.35004995902245,-28.435616888279192
609788805167190410,53.381202497302276,-28.42158007904196
609788736447710154,53.49729952692253,-28.398405422205073
609788736447710392,53.45882834255233,-28.376059470851732
609788805167190418,53.38277345959187,-28.40098010046193
609788805167190332,53.401994363955346,-28.376508814626195
609788805167190445,53.38415294447004,-28.36804041803503
609788805167190438,53.39349636788179,-28.356314238237257
609788805167190447,53.377580961489116,-28.352921187659003
609788805167190537,53.42315575973836,-28.351440316244172
609789423642476696,53.45574416643556,-28.33896832726916
609789492361953778,53.443732627680845,-28.304613497043064
609788736447710520,53.62342709578857,-28.450554753017872
609788736447709606,53.64028138725514,-28.40292137911246
