#this is all regardless of if they are in sdss and desi, filtered_obj has the ones with desi and sdss
meanra,meandec
189.03405545025248,8.502744874604637
151.38217711393798,1.3551872124385314
149.52569285815918,2.332618224455155
150.08545719970664,1.0865486556177968
188.04676826602756,7.145375311646229
187.28445713895152,6.807516105663442
188.2505004623441,7.174183838712545
150.16730673672026,2.7976522422626275
186.99582776636208,6.77865595970992
187.41488101936733,6.9604568031486505
149.1125310007589,2.4449454175310787
186.1572756539932,7.2082494584894015
150.62146928921533,2.1588286097765277
187.72732961890057,6.529108753317606
187.31014092924525,8.518897681505306
150.732521785575,2.044927294639266
189.07544947451575,8.389369817141118
187.4564578609893,8.213450026928129
185.42416108186305,8.097883389238026
185.62847852522617,7.552035195960535
188.75790543302887,7.607295741846392
151.3050027650134,3.4248466606440764
148.44118993995747,2.241851044369248
188.90270920289075,8.848640719488152
186.46003068407867,7.584767297857741
187.3489064285092,7.899778935628166
188.85448021293615,9.298208833737496
186.50759286393836,7.138118077182969
148.70889329324052,2.5103111450561495
150.37365088690945,2.1120030292126786
150.26165729246992,3.290722251729242
186.91529445896188,9.01965353185879
187.39102897301376,9.477232489907475
186.38738769755943,6.504914189554484
187.32451431936693,9.505169399631272
150.35190368106242,1.1231182988933317
185.65157919183096,7.905840308403294
150.061126033609,3.8133319824622656
185.24882858253696,8.76083105079634
187.13659033890545,7.869051049988663
149.54532586964294,1.6681013374201612
185.56684739924913,7.700801601863722
150.82076153886032,1.3526614778086743
150.29607809083845,1.2199718663829218
148.55475764727208,2.4508431780246007
148.87731151021538,2.2813412224279532
150.23559588836633,1.2219496629820117
150.06566049594022,2.9292973571183443
148.93914743046457,2.7855330298945535
149.5917864855581,1.1350841098130722
187.4778704735325,7.173061802406207
148.64894322801916,2.843354966791889
150.76218327147558,1.869031013892863
148.7618415190559,1.964647511753595
187.70773946757535,8.273928949429799
188.89189287870272,8.10953433870028
188.321019919486,9.445166949836729
185.84916298893063,8.75264296807633
148.62665240780225,2.2572218055778746
148.78364300575382,1.455405289474633
150.73712117149893,2.463716927949527
185.62195660102464,8.11668406652166
185.48025334322355,8.14699252729919
186.5901733381715,8.55642629665854
151.6300457598986,2.1511443770788015
186.77269827094185,6.906066324698542
186.9212411400106,8.971617482825575
188.97309651218663,8.029983227104868
151.097717856672,1.6599815190054832
187.42877900367543,7.869374761371013
186.0707014014394,8.314096868046734
149.21641453969218,0.8472622167387668
189.32225235220943,8.05893184539514
186.46546137179303,6.256093037122695
189.2131698679564,8.796432140305269
149.2710876187291,1.0960721793717756
185.7285054168109,7.712954103165342
149.52442423354876,0.6186165230245142
150.64584116716648,3.4267053708061903
148.94350350736732,2.9420965909073127
148.97898027098623,1.7406209390908385
186.6845460764396,9.048461323848016
186.49523179884943,6.7851330772979
189.1977694930769,7.825728728640793
187.28507181897095,7.91342219459911
185.72343816505685,8.899074368213535
148.96455823813693,2.7458750284556412
185.9268186824621,7.900884708067904
186.83920798135156,6.406065612448717
151.30500281691133,3.4248463369677298
187.61459171929732,5.9794970021989
187.9580366237384,6.743391451972507
187.19668768439232,7.928565224712618
187.0751288717555,7.939840859077379
187.64033608584057,9.06879478388513
149.9916374483896,1.724246788251691
187.2068866128202,8.332415412366563
149.87274133839816,3.1837674787900014
185.8255697305323,9.391003495133807
149.67919106596108,3.313794407811141
150.7821161367397,3.711873278841511
186.003624671982,8.746298344346341
185.65370605588524,8.43863894555927
185.0228052594711,8.233845699125945
186.5950870870956,7.748818636230105
150.54466200396797,2.507264862487275
188.5689027385875,7.286073536664483
186.5197297420639,8.894718924799617
186.95841492171863,7.814915390827764
187.91071419632917,7.04770169552858
188.40382826907404,9.47842896075398
187.64251557811116,7.551461976943871
185.9020008082103,7.081334703138354
186.61869948791903,7.614554486546594
149.8680707723039,2.3306744089325555
186.2735194841397,9.42838310412638
187.13657288310085,8.283302723785347
149.9954809657147,0.9978145201584152
151.52916931131114,1.7688207016946311
186.9859333170833,6.306179508696522
187.2834502763623,7.950330237721516
186.56063045939075,8.181228629848805
149.55458568239146,0.888049140390346
148.85938278894744,1.7809297010024652
52.49549068422694,-29.100463507413743
186.20717239960285,8.598163783136082
150.66110422973085,0.8506961208609167
151.39356372829002,2.1711177021998487
185.21319927571128,7.733598909016089
186.2068389127695,7.847213621487301
53.38304863131066,-27.154593246796757
187.1389289550603,7.915361895523102
187.39233642676336,9.536833680299832
187.53890736388723,9.154930951558358
150.86266112008238,3.438106265650476
149.9837190509006,1.8066566638063104
186.94349790228793,6.381420798621449
150.02327035806923,2.7523946258279186
