oid,tid,sid,meanra,meandec,sigmara,sigmadec,firstmjd,lastmjd,deltamjd,n_det,n_forced,n_non_det,stellar,class_name,classifier_name,classfier_version,probability,ranking,matched_oids
170028520976154707,1,1,150.35190368106242,1.1231182988933317,9.008334603788732e-06,1.0283926947356584e-05,61090.19518579271,61095.16069642656,4.965510633846861,11,301,0,,AGN,stamp_classifier_rubin_beta,,0.85983455,1,ZTF25abwjazd
170028535462756411,1,1,185.65157919183096,7.905840308403294,7.391614901332433e-06,7.623815128337545e-06,61090.32260453269,61095.18844904754,4.865844514853961,10,126,0,,AGN,stamp_classifier_rubin_beta,,0.8594761,1,ZTF19aalomlh
170028511979373784,1,1,150.061126033609,3.8133319824622656,2.291960733870009e-07,2.425423093385649e-07,61090.1077735384,61109.14520318322,19.037429644820804,882,827,0,,AGN,stamp_classifier_rubin_beta,,0.8594419,1,ZTF25aadzhtb
170028528328769623,1,1,185.24882858253696,8.76083105079634,6.407923706622265e-07,6.697262617098129e-07,61090.24986030235,61095.28902915353,5.039168851173599,14,26,0,,AGN,stamp_classifier_rubin_beta,,0.85904187,1,ZTF18aamqzle
170028534431481961,1,1,187.13659033890545,7.869051049988663,7.84772380442011e-06,9.27265381574326e-06,61090.31719297204,61095.19155916102,4.874366188982094,12,196,0,,AGN,stamp_classifier_rubin_beta,,0.85869855,1,ZTF18aarlscm
313875416809996391,1,1,149.54532586964294,1.6681013374201612,2.9109537593314725e-07,2.81778625476544e-07,61029.33108400384,61109.1447367893,79.81365278545854,1084,1011,0,,AGN,stamp_classifier_rubin_beta,,0.85715127,1,ZTF23aadaeom
170028526848704601,1,1,185.56684739924913,7.700801601863722,2.175411914529331e-08,2.2784355078112473e-08,61090.24939239549,61098.22164556657,7.972253171079501,99,510,0,,AGN,stamp_classifier_rubin_beta,,0.85694695,1,ZTF21aarglcd
313871013151506436,1,1,150.82076153886032,1.3526614778086743,8.907101580346262e-08,8.798898219249805e-08,61028.31830778888,61095.163647517715,66.84533972883219,257,329,0,,AGN,stamp_classifier_rubin_beta,,0.8566943,1,ZTF21aadqfvw
170032927993757730,1,1,150.29607809083845,1.2199718663829218,1.5901205188129097e-05,1.184847678814549e-05,61091.2822868433,61091.2822868433,0.0,1,0,0,,AGN,stamp_classifier_rubin_beta,,0.85607105,1,ZTF18actsmen
170028511005769862,1,1,148.55475764727208,2.4508431780246007,2.7663781915321688e-05,3.3851874664508415e-05,61090.182463713754,61095.138529601354,4.956065887599834,2,1,0,,AGN,stamp_classifier_rubin_beta,,0.85543364,1,ZTF25aaerfwm
313875416785879049,1,1,148.87731151021538,2.2813412224279532,1.9371748290634234e-07,1.956120166263714e-07,61029.33108400384,61109.14520318322,79.81411917938385,1047,936,0,,AGN,stamp_classifier_rubin_beta,,0.85517395,1,ZTF20acymaiv
170028500601798711,1,1,150.23559588836633,1.2219496629820117,7.110481201306574e-08,7.212646579261374e-08,61090.1077735384,61109.14520318322,19.037429644820804,471,982,0,,AGN,stamp_classifier_rubin_beta,,0.85489136,1,ZTF19acvtsim
170046091945836650,1,1,150.06566049594022,2.9292973571183443,2.247819987235763e-06,2.424998794733067e-06,61094.12946386969,61109.14520318322,15.015739313530505,10,25,0,,AGN,stamp_classifier_rubin_beta,,0.85361904,1,ZTF21abaijyu
313985344715882590,1,1,148.93914743046457,2.7855330298945535,1.8988362765717583e-08,1.9639735599699645e-08,61054.13966479723,61095.1470194866,41.007354689369095,67,361,0,,AGN,stamp_classifier_rubin_beta,,0.85296637,1,ZTF23abiumci
170028512366297114,1,1,149.5917864855581,1.1350841098130722,7.008583432405201e-07,7.396667683233131e-07,61090.18851185376,61096.215109506855,6.026597653093631,71,538,0,,AGN,stamp_classifier_rubin_beta,,0.8509127,1,ZTF23aaayeyd
170028537802653752,1,1,187.4778704735325,7.173061802406207,8.694287416139152e-06,9.913270965924887e-06,61090.33473920632,61095.2088428691,4.874103662776179,8,92,0,,AGN,stamp_classifier_rubin_beta,,0.8502848,1,ZTF18acvgvdj
170032911065022500,1,1,148.64894322801916,2.843354966791889,1.7104464859585278e-05,1.709597563603893e-05,61091.20925667376,61091.20925667376,0.0,1,0,0,,AGN,stamp_classifier_rubin_beta,,0.8491453,1,ZTF18actsjyw
313875415097147399,1,1,150.76218327147558,1.869031013892863,1.361759859926065e-07,1.412728510338205e-07,61029.319179279686,61109.14520318322,79.82602390353713,1027,1030,0,,AGN,stamp_classifier_rubin_beta,,0.8488139,1,ZTF20acxzjcl
170028500553040004,1,1,148.7618415190559,1.964647511753595,6.188408892156105e-08,6.356971649951818e-08,61090.1077735384,61098.27558588278,8.167812344378035,658,998,0,,AGN,stamp_classifier_rubin_beta,,0.8476991,1,ZTF23abttyka
170032917163016282,1,1,187.70773946757535,8.273928949429799,2.933263439386355e-07,3.1948705778931033e-07,61090.25309120117,61096.37702856063,6.123937359458068,89,80,0,,AGN,stamp_classifier_rubin_beta,,0.84733635,1,ZTF26aahjpbx
170050543265251392,1,1,188.89189287870272,8.10953433870028,1.2691578376688994e-05,1.2404740118654445e-05,61095.328047180985,61095.328047180985,0.0,1,0,0,,AGN,stamp_classifier_rubin_beta,,0.8466972,1,ZTF24aajcmue
170050533248729223,1,1,188.321019919486,9.445166949836729,5.209760274738073e-06,5.176918421057053e-06,61095.290786506,61095.290786506,0.0,1,0,0,,AGN,stamp_classifier_rubin_beta,,0.8456716,1,"ZTF23aahpqho,ZTF23aagfwdo"
