# ------------------------------------------------------------------
# Generated by forcedphotometry_trim_cforcepsfaper_threads.pl, v6.1 on 2026-04-15 at 15:55:30
#
# Requested input R.A. = 38.714227 degrees
# Requested input Dec. = 2.774584 degrees
# Requested JD start = 2458216.1234 days
# Requested JD end = 2458450.0253 days
# Authenticated program IDs = 1
#
# Column definitions:
# sindex = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (1..4)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# diffimgstatus = Difference-image quality filtering (0=bad,1=good)
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, which is abnormal, see documentation.
# ------------------------------------------------------------------
# Order of columns below:
 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 452 7 3 ZTF_g 551465742615 0 2.8554 64.3855 10.5365 25.9252 4.39648e-05 0.0418434 -0.0806085 8.8193e-05 256 30. 0.094505 0.079059 19.2583 25.9252 1 2458305.9657407 452120126 1 31.42520888785 57.717319 0.605657 0.969937 119.32694913213 91.632019 1.311011 1.068766 0.168607162505295 20.4210001945496 0.0540000014007092 1.44799995422363 0.0270000007003546 2458314.977014 2458363.914502 0
 1 452 7 3 ZTF_r 560442232615 0 2.2751 108.834 6.3118 25.829 1.66653e-05 0.0302678 0.127308 2.47144e-05 363 30. 0.084578 0.066928 19.9224 25.829 1 2458314.9422338 452120226 1 27.49137010605 29.913656 1.022308 0.979313 58.75161648272 53.187805 1.112046 1.048365 0.129563841495322 20.0609997749329 0.0350000001490116 0.984000027179718 0.0729999989271164 2458320.985463 2458397.899699 0
 2 452 7 3 ZTF_g 560477012615 0 2.1607 62.4257 5.33256 25.8334 2.4606e-05 0.0357452 0.0177623 3.88685e-05 341 30. 0.081552 0.071588 20.2491 25.8334 1 2458314.9770139 452120126 1 -22.04512307462 25.919542 -0.946106 0.914060 -51.30827879033 43.122795 -1.197832 1.093466 0.168607162505295 20.4210001945496 0.0540000014007092 1.44799995422363 0.0270000007003546 2458314.977014 2458363.914502 0
 3 452 7 3 ZTF_g 566463952615 33554432 1.7793 33.0859 4.89001 25.1435 5.16178e-05 0.0491929 -0.0273969 9.04861e-05 305 30. 0.069343 0.056269 19.7003 25.1435 1 2458320.9639583 452120126 1 -27.8363093899 21.485983 -1.441157 0.974275 -27.06169890091 40.254852 -0.676787 1.067198 0.168607162505295 20.4210001945496 0.0540000014007092 1.44799995422363 0.0270000007003546 2458314.977014 2458363.914502 0
 4 452 7 3 ZTF_r 566485462615 0 1.8715 116.575 6.32828 25.9236 3.73342e-05 0.0445722 0.1144 5.46294e-05 357 30. 0.052417 0.054218 20.1998 25.9236 1 2458320.985463 452120226 1 -14.59833427532 26.543907 -0.611777 0.994939 14.91364275797 51.966999 0.288916 1.039910 0.129563841495322 20.0609997749329 0.0350000001490116 0.984000027179718 0.0729999989271164 2458320.985463 2458397.899699 0
 5 452 7 3 ZTF_g 569442972615 0 2.3294 74.5357 4.78581 26.0264 1.48333e-05 0.0285048 -0.00455651 2.25294e-05 358 30. 0.071439 0.067815 20.4574 26.0264 1 2458323.9429745 452120126 1 -35.86721023949 22.795055 -1.750297 1.020494 4.39895081318 37.308418 0.118702 1.091591 0.168607162505295 20.4210001945496 0.0540000014007092 1.44799995422363 0.0270000007003546 2458314.977014 2458363.914502 0
 6 452 7 3 ZTF_r 569485592615 0 1.7882 150.818 6.46817 26.1789 1.35877e-05 0.0272273 0.127364 2.01463e-05 362 30. 0.054573 0.053669 20.4517 26.1789 1 2458323.9855903 452120226 1 -13.10862951304 26.149357 -0.557636 1.013370 -18.35972916773 50.036129 -0.369401 1.047025 0.129563841495322 20.0609997749329 0.0350000001490116 0.984000027179718 0.0729999989271164 2458320.985463 2458397.899699 0
 7 452 7 3 ZTF_g 573484872615 0 2.384 73.1317 15.6544 26.0608 4.79217e-05 0.0424217 -0.0900825 9.41453e-05 249 30. 0.054918 0.058365 19.1146 26.0608 1 2458327.9848727 452120126 1 -98.44910118134 75.239845 -1.455522 0.996756 -105.90592649179 134.076935 -0.795209 1.053221 0.168607162505295 20.4210001945496 0.0540000014007092 1.44799995422363 0.0270000007003546 2458314.977014 2458363.914502 0
 8 452 7 3 ZTF_r 576420552615 0 2.2673 131.984 15.3043 26.0533 2.50684e-05 0.0371515 0.115555 3.7305e-05 364 30. 0.079343 0.064859 19.1584 26.0533 1 2458330.9205556 452120226 1 19.61778810749 77.519600 0.281510 0.942793 96.08207668545 134.709610 0.718057 1.056965 0.129563841495322 20.0609997749329 0.0350000001490116 0.984000027179718 0.0729999989271164 2458320.985463 2458397.899699 0
 9 452 7 3 ZTF_g 576484862615 0 1.9776 78.4741 13.6013 26.0739 2.99498e-05 0.0358768 -0.0175878 5.80877e-05 284 30. 0.057182 0.056655 19.4337 26.0739 1 2458330.9848611 452120126 1 4.11880006136 67.765488 0.067611 1.022795 134.64467437134 116.844025 1.160107 1.089653 0.168607162505295 20.4210001945496 0.0540000014007092 1.44799995422363 0.0270000007003546 2458314.977014 2458363.914502 0
