# ------------------------------------------------------------------
# Generated by forcedphotometry_trim_cforcepsfaper_threads.pl, v6.1 on 2026-04-15 at 15:57:27
#
# Requested input R.A. = 151.046448 degrees
# Requested input Dec. = -3.613936 degrees
# Requested JD start = 2458216.1234 days
# Requested JD end = 2458450.0253 days
# Authenticated program IDs = 1
#
# Column definitions:
# sindex = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (1..4)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# diffimgstatus = Difference-image quality filtering (0=bad,1=good)
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, which is abnormal, see documentation.
# ------------------------------------------------------------------
# Order of columns below:
 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 417 6 4 ZTF_r 463199292315 0 2.0466 282.05 9.51238 25.7921 9.2745e-06 0.0282276 0.0956493 1.46975e-05 564 30. 0.046951 0.047247 19.5663 25.7921 1 2458217.699294 417120223 1 -38.44224328071 36.757454 -1.163371 0.963935 1.8774651641 70.960869 0.026636 1.034214 0.0460337161199562 18.6039999961853 0.0149999996647239 0.44200000166893 0.0199999995529652 2458165.895613 2458450.022870 0
 1 417 6 4 ZTF_r 463215742315 0 1.8252 411.037 7.39859 26.1922 5.581e-06 0.0218064 0.105513 8.82751e-06 564 30. 0.044327 0.045084 20.3578 26.1922 1 2458217.7157407 417120223 1 -35.96032645106 26.769907 -1.494279 1.019751 11.25009098991 53.005356 0.213674 1.033532 0.0460337161199562 18.6039999961853 0.0149999996647239 0.44200000166893 0.0199999995529652 2458165.895613 2458450.022870 0
 2 417 6 4 ZTF_r 469179902315 0 1.8057 431.172 7.21438 26.2605 5.6721e-06 0.0219973 0.0970844 9.00646e-06 564 30. 0.041216 0.046062 20.4391 26.2605 1 2458223.6799074 417120223 1 -44.64481175254 23.270700 -2.134108 1.079405 -33.11689083485 46.865993 -0.711389 1.032177 0.0460337161199562 18.6039999961853 0.0149999996647239 0.44200000166893 0.0199999995529652 2458165.895613 2458450.022870 0
 3 417 6 1 ZTF_r 469179902015 0 1.8224 434.658 6.64762 26.2267 5.6895e-06 0.0223688 0.102321 8.71356e-06 577 30. 0.043588 0.04403 20.4968 26.2267 1 2458223.6799074 417120220 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458165.895613 2458450.022870 57,61
 4 417 6 4 ZTF_g 475166562315 0 3.631 155.825 6.56466 26.3087 1.77174e-05 0.0358555 -0.138542 3.29796e-05 487 30. 0.062262 0.061604 19.953 26.3087 1 2458229.6665625 417120123 1 -4.44213350023 40.830944 -0.121020 0.958321 -87.6786591858 58.304012 -1.513947 1.056976 0.094573954109311 18.6429998397827 0.0149999996647239 0.572000026702881 -0.00700000021606684 2458202.754676 2458441.984757 0
 5 417 6 4 ZTF_g 480229032315 0 2.5342 155.922 16.9416 26.2549 2.28937e-05 0.0364995 -0.0487848 4.78246e-05 375 30. 0.049867 0.067601 19.1613 26.2549 1 2458234.7290394 417120123 1 -105.17897578916 89.002106 -1.314569 0.905380 -83.42302711266 145.814255 -0.575972 1.056224 0.094573954109311 18.6429998397827 0.0149999996647239 0.572000026702881 -0.00700000021606684 2458202.754676 2458441.984757 0
 6 417 6 1 ZTF_g 480229032015 0 2.6212 157.439 16.9574 26.2261 3.12124e-05 0.0412281 -0.0383872 7.07168e-05 380 30. 0.050576 0.059407 19.1093 26.2261 1 2458234.7290394 417120120 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.754676 2458441.984757 57,61
 7 417 6 4 ZTF_r 490153142315 0 1.9662 432.38 7.63604 26.2691 5.3498e-06 0.0213563 0.0907404 8.48117e-06 568 30. 0.04285 0.050817 20.3284 26.2691 1 2458244.6531481 417120223 1 -95.54146092673 27.330938 -3.888590 1.123446 59.78092006388 53.877213 1.117050 1.030452 0.0460337161199562 18.6039999961853 0.0149999996647239 0.44200000166893 0.0199999995529652 2458165.895613 2458450.022870 0
 8 417 6 1 ZTF_r 490153142015 0 2.0429 431.78 7.28948 26.2243 5.5497e-06 0.0220227 0.0947934 8.50154e-06 573 30. 0.042492 0.046576 20.2949 26.2243 1 2458244.6531481 417120220 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458165.895613 2458450.022870 57,61
